Record ID,Publication,Date,Author,Headline,Story_Link,Body - Length - Words,Pub_Tier,Outlet score,O_Desc,Topic_Prominence,Topic_Sentiment,Topic_State,Topic_Sentiment.1,Narrative_Performance_Description,Narrative_Performance_Prominence,Narrative_Performance_Sentiment,Narrative_Performance_State,Narrative_Performance_Signals,Narrative_Fun_Description,Narrative_Fun_Prominence,Narrative_Fun_Sentiment,Narrative_Fun_State,Narrative_Fun_Signals,Narrative_Innovation_Description,Narrative_Innovation_Prominence,Narrative_Innovation_Sentiment,Narrative_Innovation_State,Narrative_Innovation_Signals,Narrative_Experience_Description,Narrative_Experience_Prominence,Narrative_Experience_Sentiment,Narrative_Experience_State,Narrative_Experience_Signals,Narrative_Sustainability_Description,Narrative_Sustainability_Prominence,Narrative_Sustainability_Sentiment,Narrative_Sustainability_State,Narrative_5_Signals,Entity_BMW_Quality_Score,Enity_BMW_Prominence,Entity_BMW_Sentiment,Entity_BMW_Description,Entity_BMW_State,Entity_BMW_Modifier,Entity_BMW_Signals,Entity_Mercedes_Quality_Score,Entity_Mercedes_Prominence,Entity_Mercedes_Sentiment,Entity_Mercedes_Description,Entity_Mercedes_State,Entity_Mercedes_Modifier,Entity_Mercedes_Signals,Entity_Audi_Quality_score,Entity_Audi_Prominence,Entity_Audi_Sentiment,Entity_Audi_State,Entity_Audi_Modifiers,Entity_Audi_Signals,Entity_Audi_Description,Entity_Tesla_Quality_score,Entity_Tesla_Prominence,Entity_Tesla_Sentiment,Entity_Tesla_Description,Entity_Tesla_State,Entity_Tesla_Modifier,Entity_Tesla_Signals,Topic_Present,Topic_Sentiment_Normalized,Narrative_Performance_Present,Narrative_Performance_Sentiment_Normalized,Narrative_Fun_Present,Narrative_Fun_Sentiment_Normalized,Narrative_Innovation_Present,Narrative_Innovation_Sentiment_Normalized,Narrative_Experience_Present,Narrative_Experience_Sentiment_Normalized,Narrative_Sustainability_Present,Narrative_Sustainability_Sentiment_Normalized,Any_Narrative_Present,tracked_entities_in_article,prominent_tracked_entities_in_article,Central_Narrative_Key,Central_Narrative_Prominence,Central_Narrative_Sentiment,Entity_BMW_Present,Entity_BMW_Sentiment_Normalized,Entity_Mercedes_Present,Entity_Mercedes_Sentiment_Normalized,Entity_Audi_Present,Entity_Audi_Sentiment_Normalized,Entity_Tesla_Present,Entity_Tesla_Sentiment_Normalized,validation_notes,is_valid_row
recWRS6WFhFgZTQ6n,Highsnobiety,11/8/24,Morgan Smith,Nike's Stealthiest Air Force 1 Is Also Its Cleanest Version Yet,https://www.highsnobiety.com/p/nike-air-force-1-vanta-black/,236,2,3,"Nike unveils the Air Force 1 Low Vanta Black, its darkest sneaker yet.",3,1.0,Healthy,,BMW's Vantablack X6 is briefly mentioned as a unique vehicle using the coating.,0.25,0.01,Niche,,,0.0,0.0,,,BMW's use of Vantablack highlights technical innovation in automotive finishes.,0.25,0.25,Niche,,,0.0,0.0,,,,0.0,0.0,,,1.5,0.5,1.0,BMW is mentioned for releasing an X6 series coated in Vantablack in 2019.,Supporting Player,Low-Heat Visibility,,0.0,0.0,,Mercedes is not mentioned or referenced in the article.,Off-Stage,Overlooked,,0.0,0.0,,Off-Stage,Overlooked,,,0.0,0.0,,,Off-Stage,Overlooked,,True,1.0,True,1.0,False,1.0,True,1.0,False,1.0,False,1.0,True,1,0,Narrative_Innovation,0.25,0.25,True,1.0,False,1.0,False,1.0,False,1.0,,True
recQZnrmdtO715GdV,Inside EVs,11/18/24,Andrei Nedelea,The 2026 Mercedes CLA-Class Is A Groundbreaking EV And Hybrid Do-Over,https://insideevs.com/news/741411/mercedes-cla-ev-tech-powerhouse/,1289,2,3,The article details the 2026 Mercedes CLA-Class as a major EV and hybrid leap.,4,2.5,Healthy,,"The CLA emphasizes refined performance, with strong powertrains and agile handling.",3.75,2.25,Healthy,,Driving enjoyment is highlighted through rear-drive bias and dynamic capabilities.,2.5,1.5,Healthy,,"Technical innovation is central, with modular platforms, fast charging, and new engines.",5.0,2.75,Healthy,,Interior and in-car experience are referenced but not deeply explored.,1.0,1.0,Niche,,"Sustainability is addressed via EV range, hybrid efficiency, and emissions compliance.",3.25,2.0,Healthy,,1.5,0.5,1.0,BMW is mentioned as a rival with more successful EV sales than Mercedes.,Supporting Player,Low-Heat Visibility,,30.0,5.0,2.0,"Mercedes is the main focus, with in-depth coverage of the new CLA-Class EV and hybrid.",Leader,Great Story,,0.0,0.0,,Off-Stage,Competitor-Led,,Audi is not mentioned or discussed in the article.,3.0,1.0,1.0,Tesla is referenced as a benchmark for charging standards and efficiency.,Supporting Player,Low-Heat Visibility,,True,2.5,True,2.25,True,1.5,True,2.75,True,1.0,True,2.0,True,3,1,Narrative_Innovation,5.0,2.75,True,1.0,True,2.0,False,1.0,True,1.0,,True
recJoZ4p399XR6WZS,Autoweek,12/18/24,Jay Ramey,Mercedes Lets Drivers Watch Movies on the Autobahn,https://www.autoweek.com/news/a63227073/mercedes-benz-level-3-drive-pilot-autobahn-germany/,657,2,3,Mercedes Drive Pilot enables Level 3 autonomous driving on German autobahns.,4,2.25,Healthy,,Performance is referenced as Drive Pilot operates at higher speeds than rivals.,1.25,1.0,Niche,,Fun to drive is implied by mention of ultimate commuting experience and media use.,1.0,1.0,Niche,,"Technical innovation is central, highlighting Level 3 autonomy and sensor systems.",5.0,2.75,Healthy,,"In-car experience is discussed via infotainment, comfort, and media features.",2.5,2.0,Healthy,,Sustainability is not addressed in the article.,0.0,0.0,,,1.5,0.5,1.0,BMW is briefly mentioned as being close to Mercedes in automated driving.,Supporting Player,Low-Heat Visibility,,30.0,5.0,2.0,Mercedes is the main focus for its Drive Pilot Level 3 automated driving system.,Leader,Great Story,,0.0,0.0,,Off-Stage,Competitor-Led,,Audi is not mentioned or discussed in the article.,-1.5,0.5,-1.0,Tesla is referenced as a comparison for Level 2 systems but not discussed in depth.,Under Fire,Peripheral Hit,,True,2.25,True,1.0,True,1.0,True,2.75,True,2.0,False,1.0,True,3,1,Narrative_Innovation,5.0,2.75,True,1.0,True,2.0,False,1.0,True,-1.0,,True
recaixzeXK2YPKTmF,Mashable,12/27/24,Chance Townsend,CES 2025: 5 Car Trends We Expect To See,https://in.mashable.com/tech/87297/ces-2025-5-car-trends-we-expect-to-see,827,2,3,"Preview of CES 2025 car trends, focusing on EVs, AI, modularity, and innovation.",2,1.0,Niche,,Performance and driving dynamics are not a focus; article centers on tech trends.,0.25,0.01,Niche,,Driving enjoyment is not discussed; focus is on technology and future concepts.,0.0,0.0,,,"Highlights advances in AI, autonomous driving, SDVs, and futuristic vehicle tech.",5.0,2.0,Healthy,,"Mentions in-car AI assistants, holographic displays, and user interface evolution.",3.0,1.0,Healthy,,Discusses EV infrastructure and sustainability as key to future mobility.,2.0,1.0,Niche,,1.5,0.5,1.0,BMW is mentioned as a panel participant on AI in driving at CES 2025.,Supporting Player,Low-Heat Visibility,,3.0,1.0,1.0,Mercedes-Benz is highlighted for integrating ChatGPT in vehicle assistants.,Supporting Player,Low-Heat Visibility,,0.0,0.0,,Off-Stage,Missed Opportunity,,Audi is not mentioned or discussed in the article.,1.5,0.5,1.0,Tesla is only referenced in context of charging infrastructure.,Supporting Player,Low-Heat Visibility,,True,1.0,True,1.0,False,1.0,True,2.0,True,1.0,True,1.0,True,3,0,Narrative_Innovation,5.0,2.0,True,1.0,True,1.0,False,1.0,True,1.0,,True
reczxJuNjZtnhZ0WP,Mashable,12/27/24,Chance Townsend,CES 2025: 5 Car Trends We Expect To See,https://in.mashable.com/tech/87297/ces-2025-5-car-trends-we-expect-to-see,818,2,3,"Preview of CES 2025 car trends including EVs, AI, autonomy, and modularity.",2,1.75,Niche,,"Performance is referenced through mentions of high-tech, sleek vehicles but not explored.",0.5,0.25,Niche,,"Driving enjoyment is implied in futuristic, innovative vehicles but not discussed directly.",0.25,0.25,Niche,,"Technical innovation is central, with focus on AI, SDVs, autonomy, and new interfaces.",5.0,2.75,Healthy,,"In-car experience highlighted via AI assistants, holographic displays, and modular interiors.",3.0,2.0,Healthy,,"Sustainability appears through EVs, infrastructure, and climate-conscious mobility.",2.0,1.0,Niche,,1.5,0.5,1.0,BMW is mentioned as a panel participant discussing AI in driving at CES 2025.,Supporting Player,Low-Heat Visibility,,7.5,1.25,2.0,Mercedes is highlighted for integrating ChatGPT and AI in its vehicles at CES.,Supporting Player,Low-Heat Visibility,,0.0,0.0,,Off-Stage,Missed Opportunity,,Audi is not mentioned or discussed in the article.,0.0,0.0,,Tesla is not mentioned or discussed in the article.,Off-Stage,Missed Opportunity,,True,1.75,True,1.0,True,1.0,True,2.75,True,2.0,True,1.0,True,2,0,Narrative_Innovation,5.0,2.75,True,1.0,True,2.0,False,1.0,False,1.0,,True
rec29JkDmjwjTnk0t,CNET,1/1/25,Katie Collins,"CES 2025 kicks off soon -- robots, cars, and other hot topics predicted",https://japan.cnet.com/article/35227598/,1499,2,3,"Preview of CES 2025 trends in AI, automotive tech, and consumer electronics.",2,2.25,Niche,,"Performance and luxury are referenced via high-end, innovative vehicles at CES.",1.25,1.0,Niche,,Fun to drive is implied in coverage of concept cars and engaging automotive tech.,1.0,1.0,Niche,,"Technical innovation is central, with focus on AI, chips, and futuristic displays.",5.0,2.75,Healthy,,In-car experience highlighted by BMW Panoramic iDrive and infotainment advances.,2.0,2.0,Niche,,Sustainability is mentioned in context of EVs and energy solutions for homes.,1.25,1.25,Niche,,1.5,0.5,1.0,BMW is briefly mentioned for debuting its Panoramic iDrive display at CES 2025.,Supporting Player,Low-Heat Visibility,,0.0,0.0,,Mercedes is not mentioned or discussed anywhere in the article.,Off-Stage,Missed Opportunity,,0.0,0.0,,Off-Stage,Missed Opportunity,,,0.0,0.0,,,Off-Stage,Missed Opportunity,,True,2.25,True,1.0,True,1.0,True,2.75,True,2.0,True,1.25,True,1,0,Narrative_Innovation,5.0,2.75,True,1.0,False,1.0,False,1.0,False,1.0,,True
rectoCEYcO3jJsglB,Engadget,1/2/25,lawrence bonk,Tesla reports its first-ever annual drop in deliveries,https://www.engadget.com/transportation/evs/tesla-reports-its-first-ever-annual-drop-in-deliveries-163154201.html,387,2,3,Tesla reports its first annual drop in vehicle deliveries amid rising competition.,4,-1.25,Risky,,Performance is referenced through delivery numbers but not in a premium context.,0.5,-1.0,Ambient Risk,,Driving enjoyment or emotional connection is not discussed in the article.,0.0,0.01,,,Technical innovation is mentioned via Cybertruck and robotic taxis focus.,1.25,-0.75,Ambient Risk,,In-car experience is not addressed or referenced in the article.,0.0,0.01,,,Sustainability is implied through EV focus but not directly discussed.,0.5,0.25,Niche,,1.5,0.5,1.0,BMW is mentioned as a legacy automaker increasing EV production.,Supporting Player,Low-Heat Visibility,,1.5,0.5,1.0,Mercedes is mentioned as a legacy automaker increasing EV production.,Supporting Player,Low-Heat Visibility,,0.01,0.25,1.0,Supporting Player,Low-Heat Visibility,,Audi is mentioned only as a competitor in the EV market context.,-15.0,5.0,-1.0,"Tesla is the main focus, with coverage of declining deliveries and competition.",Under Fire,Soft Target,,True,-1.25,True,-1.0,False,1.0,True,-1.0,False,1.0,True,1.0,True,4,1,Narrative_Innovation,1.25,-0.75,True,1.0,True,1.0,True,1.0,True,-1.0,,True
recIlWtejYlZG8Dkt,Engadget,1/2/25,lawrence bonk,Tesla reports its first-ever annual drop in deliveries,https://www.engadget.com/transportation/evs/tesla-reports-its-first-ever-annual-drop-in-deliveries-163154201.html,366,2,3,Tesla experiences its first annual decline in vehicle deliveries.,4,-1.25,Risky,,Performance and driving dynamics are not discussed in the article.,0.0,0.0,,,The emotional connection or driving enjoyment is not addressed.,0.0,0.0,,,Technical innovation is referenced through EV competition and Cybertruck focus.,1.25,-0.75,Ambient Risk,,Interior quality and in-car experience are not mentioned.,0.0,0.0,,,Sustainability is implied via EV market context but not directly discussed.,0.5,0.25,Niche,,1.5,0.5,1.0,BMW is mentioned as a legacy manufacturer increasing EV production.,Supporting Player,Low-Heat Visibility,,0.0,0.0,,Mercedes is not mentioned or discussed in the article.,Off-Stage,Overlooked,,0.02,0.5,1.0,Supporting Player,Low-Heat Visibility,,Audi is mentioned as a competitor in the EV market alongside Tesla.,-26.25,5.0,-1.75,"Tesla is the main focus, with coverage on delivery declines and competition.",Under Fire,Soft Target,,True,-1.25,False,1.0,False,1.0,True,-1.0,False,1.0,True,1.0,True,3,1,Narrative_Innovation,1.25,-0.75,True,1.0,False,1.0,True,1.0,True,-1.75,,True
recKSxk75DeSMWKPC,Fortune,1/3/25,Staff,Norway accelerates towards full electrification as 89% of new cars go electric,https://fortune.com/europe/2025/01/03/norway-full-electrification-89-new-cars/,274,2,3,Norway nears full electrification as electric cars dominate new car sales.,2,2.75,Niche,,Performance and luxury aspects are not discussed in the context of electrification.,0.0,0.0,,,Driving enjoyment or emotional connection is not addressed in the article.,0.0,0.0,,,Technical innovation is implied through Norway's adoption of electric vehicles.,2.0,2.0,Niche,,In-car experience features are not mentioned or discussed in the article.,0.0,0.0,,,"Sustainability is central, with focus on zero-emission goals and incentives.",5.0,3.0,Healthy,,1.5,0.5,1.0,BMW is listed among leading electric car brands in Norway's EV market.,Supporting Player,Low-Heat Visibility,,0.0,0.0,,Mercedes is not mentioned or discussed in the article content.,Off-Stage,Missed Opportunity,,0.38,0.5,1.0,Supporting Player,Low-Heat Visibility,,Audi is listed among leading electric car brands in Norway with no further detail.,3.0,1.0,1.0,Tesla is identified as the leading electric car company in Norway with 19 percent share.,Supporting Player,Low-Heat Visibility,,True,2.75,False,1.0,False,1.0,True,2.0,False,1.0,True,3.0,True,3,0,Narrative_Sustainability,5.0,3.0,True,1.0,False,1.0,True,1.0,True,1.0,,True
rect9mrjAcvkZKGJH,CNET,1/8/25,Blake Stimac,CES 2025: Robots and AI Want to Be Everywhere You Are,https://www.cnet.com/pictures/ces-2025-robots-and-ai-want-to-be-everywhere-you-are/,906,2,3,Overview of AI and robotics innovations showcased at CES 2025.,2,2.75,Niche,,Performance and luxury aspects of vehicles are not discussed in this article.,0.0,0.0,,,Emotional or engaging driving experiences are not addressed in the article.,0.0,0.0,,,The article highlights technical innovation through AI and robotics in consumer tech.,4.0,2.75,Healthy,,In-car experience is briefly mentioned via BMW's Panoramic iDrive and infotainment.,1.0,1.0,Niche,,Sustainability and environmental responsibility are not discussed in the article.,0.0,0.0,,,1.5,0.5,1.0,BMW is briefly mentioned for its Panoramic iDrive debuting on Neue Klasse EVs.,Supporting Player,Low-Heat Visibility,,0.0,0.0,,Mercedes is not mentioned or discussed in the article.,Off-Stage,Missed Opportunity,,0.0,0.0,,Off-Stage,Missed Opportunity,,,0.0,0.0,,,Off-Stage,Missed Opportunity,,True,2.75,False,1.0,False,1.0,True,2.75,True,1.0,False,1.0,True,1,0,Narrative_Innovation,4.0,2.75,True,1.0,False,1.0,False,1.0,False,1.0,,True
recSFytfN9tVO3tbj,Engadget,2/18/25,kris holt,Samsung's Digital Key technology now works with Volvo and Polestar EVs,https://www.engadget.com/transportation/evs/samsungs-digital-key-technology-now-works-with-volvo-and-polestar-evs-160357150.html,201,2,3,Samsung expands Digital Key support to Volvo and Polestar EVs for Galaxy users.,4,1.0,Healthy,,Performance aspects are not discussed or implied in the article.,0.0,0.0,,,Driving enjoyment or emotional connection is not addressed in the article.,0.0,0.0,,,The article highlights smartphone-based Digital Key as a meaningful tech innovation.,4.0,2.0,Healthy,,Focuses on convenience and security features that enhance in-car experience.,2.0,1.0,Niche,,Environmental responsibility or sustainability is not mentioned or implied.,0.0,0.0,,,1.5,0.5,1.0,BMW is briefly listed as a brand supporting Samsung Digital Key technology.,Supporting Player,Low-Heat Visibility,,0.0,0.0,,Mercedes is not mentioned in the article in any context.,Off-Stage,Missed Opportunity,,0.0,0.0,,Off-Stage,Missed Opportunity,,Audi is not mentioned or discussed in the article content.,0.0,0.0,,Tesla is not mentioned or discussed in the article content.,Off-Stage,Missed Opportunity,,True,1.0,False,1.0,False,1.0,True,2.0,True,1.0,False,1.0,True,1,0,Narrative_Innovation,4.0,2.0,True,1.0,False,1.0,False,1.0,False,1.0,,True
recmODq4pThS5pX2a,CNBC,2/20/25,Staff,"Mercedes-Benz cuts costs, renews focus on combustion engine models in bid to revive earnings",https://www.cnbc.com/2025/02/20/mercedes-benz-cuts-costs-renews-focus-on-combustion-engine-models-in-bid-to-revive-earnings.html,566,2,3,Mercedes-Benz shifts focus to cost-cutting and combustion engines amid profit slump.,4,-1.75,Risky,,"The article highlights Mercedes-Benz's continued emphasis on high-margin luxury vehicles, especially in the top-end price tier, despite market challenges.",3.75,-1.0,Risky,,Driving enjoyment or emotional connection is not discussed or implied in the article.,0.0,0.0,,,"Technical innovation is referenced through the mention of new combustion and electric models, but the focus is on business strategy rather than technological advancement.",1.25,-0.25,Ambient Risk,,"In-car experience, interior quality, or related features are not addressed in the article.",0.0,0.0,,,"Sustainability is indirectly referenced by the discussion of EVs, but the article frames the shift away from EVs negatively, with little focus on environmental responsibility.",1.0,-1.25,Ambient Risk,,1.5,0.5,1.0,BMW is briefly mentioned as outperforming Mercedes in EV sales last year.,Supporting Player,Low-Heat Visibility,,-30.0,5.0,-2.0,"Mercedes-Benz faces earnings decline, cost cuts, and shifts focus to combustion cars.",Under Fire,Body Blow,,-3.0,1.0,-1.0,Under Fire,Peripheral Hit,,Audi is mentioned as a premium carmaker with weaker sales than BMW but better than Mercedes-Benz.,0.0,0.0,,Tesla is not mentioned or discussed in the article.,Off-Stage,Innocent Bystander,,True,-1.75,True,-1.0,False,1.0,True,-1.0,False,1.0,True,-1.25,True,3,1,Narrative_Performance,3.75,-1.0,True,1.0,True,-2.0,True,-1.0,False,1.0,,True
recOUZmUKiMKKnRbg,CNBC,2/20/25,Staff,"Mercedes-Benz cuts costs, renews focus on combustion engine models in bid to revive earnings",https://www.cnbc.com/2025/02/20/mercedes-benz-cuts-costs-renews-focus-on-combustion-engine-models-in-bid-to-revive-earnings.html,566,2,3,Mercedes-Benz shifts focus to combustion engines and cost cuts amid earnings slump.,4,-1.75,Risky,,"The article highlights Mercedes-Benz's continued emphasis on luxury, high-margin vehicles, especially in the top-end price tier, but notes challenges to the premium segment due to weak sales in key markets and investor concerns.",2.0,-1.25,Risky,,Driving enjoyment and emotional connection are not discussed or implied in the article.,0.0,0.0,,,"Technical innovation is referenced through the mix of combustion and electric models, but the focus is on business strategy and cost rather than new technology or engineering breakthroughs.",1.25,-0.25,Ambient Risk,,"In-car experience, interior quality, or related features are not discussed.",0.0,0.0,,,"Sustainability is indirectly referenced via the EV strategy, but the article frames the shift away from EVs and toward combustion engines as a response to poor sales, not as a sustainability initiative.",1.0,-1.0,Ambient Risk,,1.5,0.5,1.0,BMW is briefly mentioned as outperforming Mercedes-Benz in EV sales.,Supporting Player,Low-Heat Visibility,,-30.0,5.0,-2.0,Mercedes-Benz faces falling earnings and shifts focus to combustion engines.,Under Fire,Body Blow,,-0.75,1.0,-1.0,Under Fire,Peripheral Hit,,Audi is mentioned as a comparator for Mercedes-Benz sales performance.,0.0,0.0,,Tesla is not mentioned or discussed anywhere in the article.,Off-Stage,Innocent Bystander,,True,-1.75,True,-1.25,False,1.0,True,-1.0,False,1.0,True,-1.0,True,3,1,Narrative_Performance,2.0,-1.25,True,1.0,True,-2.0,True,-1.0,False,1.0,,True
recn575BW1xXpziCq,CNBC,2/20/25,Staff,"Mercedes-Benz cuts costs, renews focus on combustion engine models in bid to revive earnings",https://www.cnbc.com/2025/02/20/mercedes-benz-cuts-costs-renews-focus-on-combustion-engine-models-in-bid-to-revive-earnings.html,701,2,3,Mercedes-Benz shifts focus to cost-cutting and combustion engines amid profit slump.,4,-1.5,Risky,,"The article discusses Mercedes-Benz's continued emphasis on luxury, high-margin vehicles, especially in the top-end segment, despite market challenges.",2.25,-0.75,Risky,,Driving enjoyment and emotional connection are not directly addressed in the article.,0.0,0.0,,,"Technical innovation is referenced through new model launches and production localization, but the tone is cautious due to competitive and market pressures.",1.5,-0.25,Ambient Risk,,"Interior quality, comfort, or in-car experience are not discussed in the article.",0.0,0.0,,,"Sustainability is indirectly referenced via EVs, but the focus is on retreating from electrification due to poor sales.",1.0,-1.25,Ambient Risk,,1.5,0.5,1.0,BMW is briefly mentioned as outperforming Mercedes in EV sales last year.,Supporting Player,Low-Heat Visibility,,-30.0,5.0,-2.0,"Mercedes-Benz is the main focus, facing earnings decline and shifting strategy.",Under Fire,Body Blow,,-0.38,0.5,-1.0,Under Fire,Peripheral Hit,,Audi is mentioned only in comparison to Mercedes-Benz and BMW sales performance.,0.0,0.0,,Tesla is not mentioned or discussed in the article in any context.,Off-Stage,Innocent Bystander,,True,-1.5,True,-1.0,False,1.0,True,-1.0,False,1.0,True,-1.25,True,3,1,Narrative_Performance,2.25,-0.75,True,1.0,True,-2.0,True,-1.0,False,1.0,,True
recHPognN5I9w9NFw,Fast Company,2/27/25,Lily McDonald,Tesla stock keeps falling. Now a teachers’ union wants big money managers to rethink their investments,https://www.fastcompany.com/91286786/tesla-stock-keeps-falling-now-a-teachers-union-wants-big-money-managers-to-rethink-their-investments,556,2,3,The article discusses concerns over Tesla's stock decline and its impact on pensions.,4,-2.0,High Risk,,Performance is referenced via Tesla's declining sales and market position.,2.0,-2.0,Risky,,Driving enjoyment or emotional connection is not discussed in the article.,0.0,0.0,,,Technical innovation is mentioned through EV competition and charging networks.,1.25,-1.0,Ambient Risk,,In-car experience is not addressed or referenced in the article.,0.0,0.0,,,Sustainability is implied through EV market context but not directly discussed.,0.5,-0.25,Ambient Risk,,1.5,0.5,1.0,"BMW is mentioned as a backer of IONNA, a rival EV charging network to Tesla.",Supporting Player,Low-Heat Visibility,,1.5,0.5,1.0,"Mercedes is mentioned as a backer of IONNA, a rival EV charging network to Tesla.",Supporting Player,Low-Heat Visibility,,0.01,0.25,1.0,Supporting Player,Low-Heat Visibility,,"Audi is only mentioned as a backer of IONNA, with no further discussion.",-30.0,5.0,-2.0,"Tesla is the main focus, with coverage of stock decline, competition, and leadership.",Under Fire,Body Blow,,True,-2.0,True,-2.0,False,1.0,True,-1.0,False,1.0,True,-1.0,True,4,1,Narrative_Performance,2.0,-2.0,True,1.0,True,1.0,True,1.0,True,-2.0,,True
recQJDAyQ8NpPWo3W,Fast Company,2/27/25,Lily McDonald,Tesla stock keeps falling. Now a teachers’ union wants big money managers to rethink their investments,https://www.fastcompany.com/91286786/tesla-stock-keeps-falling-now-a-teachers-union-wants-big-money-managers-to-rethink-their-investments,556,2,3,The article discusses concerns over Tesla's stock decline and calls for asset managers to reassess investments due to financial and reputational challenges.,4,-2.0,High Risk,,"Performance is referenced through Tesla's declining sales and market position, but not in terms of luxury or refined driving experience.",0.5,-2.0,Ambient Risk,,Driving enjoyment or emotional connection is not discussed or implied in the article.,0.0,0.0,,,Technical innovation is mentioned regarding EV charging competition and Tesla's eroding market leadership.,1.25,-1.0,Ambient Risk,,"In-car experience, interior quality, or related features are not addressed in the article.",0.0,0.0,,,Sustainability is implied through the EV market context but not directly discussed.,0.25,0.25,Niche,,1.5,0.5,1.0,"BMW is mentioned as a backer of IONNA, a rival EV charging network to Tesla.",Supporting Player,Low-Heat Visibility,,1.5,0.5,1.0,"Mercedes is mentioned as a backer of IONNA, a rival EV charging network to Tesla.",Supporting Player,Low-Heat Visibility,,0.02,0.5,1.0,Supporting Player,Low-Heat Visibility,,"Audi is mentioned as a backer of IONNA, a rival EV charging network to Tesla.",-33.75,5.0,-2.25,"Tesla is the main focus, facing stock decline, competition, and negative outlook.",Under Fire,Body Blow,,True,-2.0,True,-2.0,False,1.0,True,-1.0,False,1.0,True,1.0,True,4,1,Narrative_Innovation,1.25,-1.0,True,1.0,True,1.0,True,1.0,True,-2.25,,True
recKlx8si07HYw3hd,Fast Company,2/27/25,Lily McDonald,Tesla stock keeps falling. Now a teachers’ union wants big money managers to rethink their investments,https://www.fastcompany.com/91286786/tesla-stock-keeps-falling-now-a-teachers-union-wants-big-money-managers-to-rethink-their-investments,599,2,3,Teachers union urges asset managers to reconsider Tesla investments amid declines.,4,-1.75,Risky,,Performance issues are discussed via Tesla's declining stock and market position.,2.0,-2.0,Risky,,Driving enjoyment or emotional connection is not addressed in the article.,0.0,0.0,,,Technical innovation is referenced through competition in EV charging networks.,1.0,-1.0,Ambient Risk,,In-car experience is not discussed or referenced in the article.,0.0,0.0,,,Sustainability is implied via EV market context but not directly discussed.,0.25,0.01,Niche,,1.5,0.5,1.0,"BMW is mentioned as a backer of IONNA, a rival EV charging network to Tesla.",Supporting Player,Low-Heat Visibility,,1.5,0.5,1.0,"Mercedes is mentioned as a backer of IONNA, a rival EV charging network to Tesla.",Supporting Player,Low-Heat Visibility,,0.02,0.5,1.0,Supporting Player,Low-Heat Visibility,,"Audi is mentioned as a backer of IONNA, a rival EV charging network to Tesla.",-30.0,5.0,-2.0,"Tesla is the main focus, with concerns over stock decline and business challenges.",Under Fire,Body Blow,,True,-1.75,True,-2.0,False,1.0,True,-1.0,False,1.0,True,1.0,True,4,1,Narrative_Performance,2.0,-2.0,True,1.0,True,1.0,True,1.0,True,-2.0,,True
recxwIAf1aEUhGxoY,CNBC,2/28/25,Staff,How the German Autobahn ended up without speed limits,https://www.cnbc.com/2025/02/28/how-the-german-autobahn-ended-up-without-speed-limits.html,492,2,3,Explores the history and culture of Germany's Autobahn and its lack of speed limits.,2,1.0,Niche,,Highlights the Autobahn as a place to test luxury cars' high performance.,2.0,1.0,Niche,,Describes the emotional thrill and bucket list appeal of driving fast on the Autobahn.,2.0,1.0,Niche,,Mentions engineering and maintenance needed for high-speed roads but not car tech.,1.0,0.25,Niche,,Touches on driving experience and traffic but not in-car features or interiors.,0.75,0.25,Niche,,Does not discuss environmental responsibility or sustainability.,0.0,0.0,,,1.5,0.5,1.0,BMW is mentioned as an example of a high-performance car driven on the Autobahn.,Supporting Player,Low-Heat Visibility,,0.0,0.0,,Mercedes is not mentioned or discussed in the article.,Off-Stage,Overlooked,,0.0,0.0,,Off-Stage,Overlooked,,,0.0,0.0,,,Off-Stage,Overlooked,,True,1.0,True,1.0,True,1.0,True,1.0,True,1.0,False,1.0,True,1,0,Narrative_Performance,2.0,1.0,True,1.0,False,1.0,False,1.0,False,1.0,,True
recMveTgcF5YQzlqU,Inside EVs,3/3/25,Andrei Nedelea,Mercedes-AMG's 'Fastest Accelerating' Supercar Ever Will Be All-Electric,https://insideevs.com/news/752329/amg-electric-supercar-coming-2025/,668,2,3,Mercedes-AMG previews an all-electric supercar concept focused on acceleration.,4,2.75,Healthy,,The article highlights AMG's pursuit of luxury performance with rapid acceleration.,4.0,2.75,Healthy,,Driving excitement is emphasized through acceleration and dynamic handling.,3.0,2.0,Healthy,,"Technical innovation is central, featuring solid-state batteries and advanced motors.",5.0,3.0,Healthy,,Interior or in-car experience is not discussed in the article.,0.0,0.0,,,Sustainability is referenced via advanced battery tech but not as a main focus.,1.0,1.0,Niche,,1.5,0.5,1.0,BMW is mentioned as a rival planning four-motor electric M models.,Supporting Player,Low-Heat Visibility,,41.25,5.0,2.75,Mercedes-AMG is featured for its upcoming all-electric supercar concept.,Leader,Great Story,,0.0,0.0,,Off-Stage,Competitor-Led,,Audi is not mentioned or discussed in the article.,0.0,0.0,,Tesla is not mentioned or discussed in the article.,Off-Stage,Competitor-Led,,True,2.75,True,2.75,True,2.0,True,3.0,False,1.0,True,1.0,True,2,1,Narrative_Innovation,5.0,3.0,True,1.0,True,2.75,False,1.0,False,1.0,,True
